sensor_id;sensor_type;location;lat;lon;timestamp;temperature;humidity
3660;DHT22;1846;51.482;7.224;2022-07-11T00:01:13;18.50;29.90
3660;DHT22;1846;51.482;7.224;2022-07-11T00:03:59;18.50;7.30
3660;DHT22;1846;51.482;7.224;2022-07-11T00:06:44;18.50;99.90
3660;DHT22;1846;51.482;7.224;2022-07-11T00:09:30;18.50;99.90
3660;DHT22;1846;51.482;7.224;2022-07-11T00:12:17;18.50;99.90
3660;DHT22;1846;51.482;7.224;2022-07-11T00:15:05;18.50;99.90
3660;DHT22;1846;51.482;7.224;2022-07-11T00:17:51;18.50;99.90
3660;DHT22;1846;51.482;7.224;2022-07-11T00:20:36;18.60;99.90
3660;DHT22;1846;51.482;7.224;2022-07-11T00:23:22;18.60;99.90
3660;DHT22;1846;51.482;7.224;2022-07-11T00:26:08;18.50;99.90
3660;DHT22;1846;51.482;7.224;2022-07-11T00:28:55;18.60;99.90
3660;DHT22;1846;51.482;7.224;2022-07-11T00:31:40;18.60;99.90
3660;DHT22;1846;51.482;7.224;2022-07-11T00:34:26;18.60;99.90
3660;DHT22;1846;51.482;7.224;2022-07-11T00:37:12;18.60;99.90
3660;DHT22;1846;51.482;7.224;2022-07-11T00:39:57;18.50;99.90
3660;DHT22;1846;51.482;7.224;2022-07-11T00:42:43;18.40;99.90
3660;DHT22;1846;51.482;7.224;2022-07-11T00:45:30;18.40;99.90
3660;DHT22;1846;51.482;7.224;2022-07-11T00:48:16;18.40;99.90
3660;DHT22;1846;51.482;7.224;2022-07-11T00:51:02;18.30;99.90
3660;DHT22;1846;51.482;7.224;2022-07-11T00:53:48;18.40;99.90
3660;DHT22;1846;51.482;7.224;2022-07-11T00:56:35;18.30;99.90
3660;DHT22;1846;51.482;7.224;2022-07-11T00:59:21;18.10;99.90
3660;DHT22;1846;51.482;7.224;2022-07-11T01:02:08;18.00;99.90
3660;DHT22;1846;51.482;7.224;2022-07-11T01:04:53;18.00;99.90
3660;DHT22;1846;51.482;7.224;2022-07-11T01:07:39;17.90;1.00
3660;DHT22;1846;51.482;7.224;2022-07-11T01:10:25;17.90;1.00
3660;DHT22;1846;51.482;7.224;2022-07-11T01:13:10;17.90;1.00
3660;DHT22;1846;51.482;7.224;2022-07-11T01:16:13;17.90;1.00
3660;DHT22;1846;51.482;7.224;2022-07-11T01:19:00;17.80;1.00
3660;DHT22;1846;51.482;7.224;2022-07-11T01:21:49;17.70;1.00
3660;DHT22;1846;51.482;7.224;2022-07-11T01:24:36;17.80;1.00
3660;DHT22;1846;51.482;7.224;2022-07-11T01:27:22;17.70;1.00
3660;DHT22;1846;51.482;7.224;2022-07-11T01:30:08;17.70;1.00
3660;DHT22;1846;51.482;7.224;2022-07-11T01:32:54;17.70;1.00
3660;DHT22;1846;51.482;7.224;2022-07-11T01:35:39;17.60;1.00
3660;DHT22;1846;51.482;7.224;2022-07-11T01:38:25;17.50;1.00
3660;DHT22;1846;51.482;7.224;2022-07-11T01:41:12;17.60;1.00
3660;DHT22;1846;51.482;7.224;2022-07-11T01:43:58;17.50;1.00
3660;DHT22;1846;51.482;7.224;2022-07-11T01:46:44;17.40;1.00
3660;DHT22;1846;51.482;7.224;2022-07-11T01:49:29;17.30;1.00
3660;DHT22;1846;51.482;7.224;2022-07-11T01:52:15;17.30;1.00
3660;DHT22;1846;51.482;7.224;2022-07-11T01:55:00;17.20;1.00
3660;DHT22;1846;51.482;7.224;2022-07-11T01:57:47;17.20;1.00
3660;DHT22;1846;51.482;7.224;2022-07-11T02:00:33;17.20;1.00
3660;DHT22;1846;51.482;7.224;2022-07-11T02:03:18;17.10;1.00
3660;DHT22;1846;51.482;7.224;2022-07-11T02:06:04;17.20;1.00
3660;DHT22;1846;51.482;7.224;2022-07-11T02:08:50;17.10;1.00
3660;DHT22;1846;51.482;7.224;2022-07-11T02:11:36;17.10;1.00
3660;DHT22;1846;51.482;7.224;2022-07-11T02:14:22;17.10;1.00
3660;DHT22;1846;51.482;7.224;2022-07-11T02:17:08;17.10;1.00
3660;DHT22;1846;51.482;7.224;2022-07-11T02:19:54;17.10;1.00
3660;DHT22;1846;51.482;7.224;2022-07-11T02:22:39;17.10;1.00
3660;DHT22;1846;51.482;7.224;2022-07-11T02:25:25;17.20;1.00
3660;DHT22;1846;51.482;7.224;2022-07-11T02:28:11;17.20;1.00
3660;DHT22;1846;51.482;7.224;2022-07-11T02:30:58;17.20;1.00
3660;DHT22;1846;51.482;7.224;2022-07-11T02:33:44;17.30;1.00
3660;DHT22;1846;51.482;7.224;2022-07-11T02:36:29;17.20;1.00
3660;DHT22;1846;51.482;7.224;2022-07-11T02:39:15;17.30;1.00
3660;DHT22;1846;51.482;7.224;2022-07-11T02:42:00;17.30;1.00
3660;DHT22;1846;51.482;7.224;2022-07-11T02:44:46;17.20;1.00
3660;DHT22;1846;51.482;7.224;2022-07-11T02:47:34;17.20;1.00
3660;DHT22;1846;51.482;7.224;2022-07-11T02:50:19;17.30;1.00
3660;DHT22;1846;51.482;7.224;2022-07-11T02:53:04;17.30;1.00
3660;DHT22;1846;51.482;7.224;2022-07-11T02:55:50;17.40;1.00
3660;DHT22;1846;51.482;7.224;2022-07-11T02:58:36;17.40;1.00
3660;DHT22;1846;51.482;7.224;2022-07-11T03:01:21;17.40;1.00
3660;DHT22;1846;51.482;7.224;2022-07-11T03:04:08;17.40;1.00
3660;DHT22;1846;51.482;7.224;2022-07-11T03:06:54;17.40;1.00
3660;DHT22;1846;51.482;7.224;2022-07-11T03:09:41;17.30;1.00
3660;DHT22;1846;51.482;7.224;2022-07-11T03:12:27;17.40;1.00
3660;DHT22;1846;51.482;7.224;2022-07-11T03:15:12;17.30;1.00
3660;DHT22;1846;51.482;7.224;2022-07-11T03:17:58;17.40;1.00
3660;DHT22;1846;51.482;7.224;2022-07-11T03:20:45;17.40;1.00
3660;DHT22;1846;51.482;7.224;2022-07-11T03:23:30;17.30;1.00
3660;DHT22;1846;51.482;7.224;2022-07-11T03:26:16;17.30;1.00
3660;DHT22;1846;51.482;7.224;2022-07-11T03:29:01;17.30;1.00
3660;DHT22;1846;51.482;7.224;2022-07-11T03:31:47;17.30;1.00
3660;DHT22;1846;51.482;7.224;2022-07-11T03:34:32;17.30;1.00
3660;DHT22;1846;51.482;7.224;2022-07-11T03:37:20;17.30;1.00
3660;DHT22;1846;51.482;7.224;2022-07-11T03:40:07;17.30;1.00
3660;DHT22;1846;51.482;7.224;2022-07-11T03:42:52;17.30;1.00
3660;DHT22;1846;51.482;7.224;2022-07-11T03:45:38;17.30;1.00
3660;DHT22;1846;51.482;7.224;2022-07-11T03:48:24;17.30;1.00
3660;DHT22;1846;51.482;7.224;2022-07-11T03:51:09;17.30;1.00
3660;DHT22;1846;51.482;7.224;2022-07-11T03:53:56;17.40;1.00
3660;DHT22;1846;51.482;7.224;2022-07-11T03:56:41;17.40;1.00
3660;DHT22;1846;51.482;7.224;2022-07-11T03:59:27;17.50;1.00
3660;DHT22;1846;51.482;7.224;2022-07-11T04:02:12;17.60;1.00
3660;DHT22;1846;51.482;7.224;2022-07-11T04:04:58;17.40;1.00
3660;DHT22;1846;51.482;7.224;2022-07-11T04:07:44;17.40;1.00
3660;DHT22;1846;51.482;7.224;2022-07-11T04:10:30;17.40;1.00
3660;DHT22;1846;51.482;7.224;2022-07-11T04:13:16;17.40;1.00
3660;DHT22;1846;51.482;7.224;2022-07-11T04:16:01;17.50;1.00
3660;DHT22;1846;51.482;7.224;2022-07-11T04:18:47;17.50;1.00
3660;DHT22;1846;51.482;7.224;2022-07-11T04:21:32;17.50;1.00
3660;DHT22;1846;51.482;7.224;2022-07-11T04:24:18;17.40;1.00
3660;DHT22;1846;51.482;7.224;2022-07-11T04:27:05;17.50;1.00
3660;DHT22;1846;51.482;7.224;2022-07-11T04:29:51;17.60;1.00
3660;DHT22;1846;51.482;7.224;2022-07-11T04:32:36;17.70;1.00
3660;DHT22;1846;51.482;7.224;2022-07-11T04:35:22;17.60;1.00
3660;DHT22;1846;51.482;7.224;2022-07-11T04:38:08;17.60;1.00
3660;DHT22;1846;51.482;7.224;2022-07-11T04:40:53;17.50;1.00
3660;DHT22;1846;51.482;7.224;2022-07-11T04:43:40;17.40;1.00
3660;DHT22;1846;51.482;7.224;2022-07-11T04:46:26;17.50;1.00
3660;DHT22;1846;51.482;7.224;2022-07-11T04:49:13;17.60;1.00
3660;DHT22;1846;51.482;7.224;2022-07-11T04:51:59;17.60;1.00
3660;DHT22;1846;51.482;7.224;2022-07-11T04:54:44;17.70;1.00
3660;DHT22;1846;51.482;7.224;2022-07-11T04:57:30;17.70;1.00
3660;DHT22;1846;51.482;7.224;2022-07-11T05:00:18;17.60;1.00
3660;DHT22;1846;51.482;7.224;2022-07-11T05:03:03;17.50;1.00
3660;DHT22;1846;51.482;7.224;2022-07-11T05:05:49;17.50;1.00
3660;DHT22;1846;51.482;7.224;2022-07-11T05:08:34;17.40;1.00
3660;DHT22;1846;51.482;7.224;2022-07-11T05:11:20;17.50;1.00
3660;DHT22;1846;51.482;7.224;2022-07-11T05:14:07;17.50;1.00
3660;DHT22;1846;51.482;7.224;2022-07-11T05:16:54;17.50;1.00
3660;DHT22;1846;51.482;7.224;2022-07-11T05:19:40;17.50;1.00
3660;DHT22;1846;51.482;7.224;2022-07-11T05:22:25;17.50;1.00
3660;DHT22;1846;51.482;7.224;2022-07-11T05:25:11;17.50;1.00
3660;DHT22;1846;51.482;7.224;2022-07-11T05:27:57;17.50;1.00
3660;DHT22;1846;51.482;7.224;2022-07-11T05:30:42;17.50;1.00
3660;DHT22;1846;51.482;7.224;2022-07-11T05:33:29;17.60;1.00
3660;DHT22;1846;51.482;7.224;2022-07-11T05:36:15;17.60;1.00
3660;DHT22;1846;51.482;7.224;2022-07-11T05:39:00;17.70;1.00
3660;DHT22;1846;51.482;7.224;2022-07-11T05:41:46;17.70;1.00
3660;DHT22;1846;51.482;7.224;2022-07-11T05:44:34;17.60;1.00
3660;DHT22;1846;51.482;7.224;2022-07-11T05:47:20;17.60;1.00
3660;DHT22;1846;51.482;7.224;2022-07-11T05:50:08;17.70;1.00
3660;DHT22;1846;51.482;7.224;2022-07-11T05:52:53;17.70;1.00
3660;DHT22;1846;51.482;7.224;2022-07-11T05:55:41;17.80;1.00
3660;DHT22;1846;51.482;7.224;2022-07-11T05:58:27;17.70;1.00
3660;DHT22;1846;51.482;7.224;2022-07-11T06:01:12;17.60;1.00
3660;DHT22;1846;51.482;7.224;2022-07-11T06:03:58;17.60;1.00
3660;DHT22;1846;51.482;7.224;2022-07-11T06:06:46;17.80;1.00
3660;DHT22;1846;51.482;7.224;2022-07-11T06:09:31;17.80;1.00
3660;DHT22;1846;51.482;7.224;2022-07-11T06:12:17;17.80;1.00
3660;DHT22;1846;51.482;7.224;2022-07-11T06:15:03;17.70;1.00
3660;DHT22;1846;51.482;7.224;2022-07-11T06:17:49;17.60;1.00
3660;DHT22;1846;51.482;7.224;2022-07-11T06:20:34;17.60;1.00
3660;DHT22;1846;51.482;7.224;2022-07-11T06:23:21;17.70;1.00
3660;DHT22;1846;51.482;7.224;2022-07-11T06:26:07;17.80;1.00
3660;DHT22;1846;51.482;7.224;2022-07-11T06:28:53;17.80;1.00
3660;DHT22;1846;51.482;7.224;2022-07-11T06:31:38;17.90;99.90
