sensor_id;sensor_type;location;lat;lon;timestamp;temperature;humidity
3660;DHT22;1846;51.482;7.224;2022-10-26T00:00:33;12.40;1.00
3660;DHT22;1846;51.482;7.224;2022-10-26T00:03:19;12.40;1.00
3660;DHT22;1846;51.482;7.224;2022-10-26T00:06:06;12.50;1.00
3660;DHT22;1846;51.482;7.224;2022-10-26T00:08:52;12.50;1.00
3660;DHT22;1846;51.482;7.224;2022-10-26T00:11:38;12.40;1.00
3660;DHT22;1846;51.482;7.224;2022-10-26T00:14:25;12.50;1.00
3660;DHT22;1846;51.482;7.224;2022-10-26T00:17:11;12.50;1.00
3660;DHT22;1846;51.482;7.224;2022-10-26T00:19:57;12.50;1.00
3660;DHT22;1846;51.482;7.224;2022-10-26T00:22:43;12.50;1.00
3660;DHT22;1846;51.482;7.224;2022-10-26T00:25:29;12.40;1.00
3660;DHT22;1846;51.482;7.224;2022-10-26T00:28:15;12.40;1.00
3660;DHT22;1846;51.482;7.224;2022-10-26T00:31:02;12.30;1.00
3660;DHT22;1846;51.482;7.224;2022-10-26T00:33:51;12.30;1.00
3660;DHT22;1846;51.482;7.224;2022-10-26T00:36:37;12.30;1.00
3660;DHT22;1846;51.482;7.224;2022-10-26T00:39:22;12.30;1.00
3660;DHT22;1846;51.482;7.224;2022-10-26T00:42:10;12.40;1.00
3660;DHT22;1846;51.482;7.224;2022-10-26T00:44:59;12.40;1.00
3660;DHT22;1846;51.482;7.224;2022-10-26T00:47:49;12.40;1.00
3660;DHT22;1846;51.482;7.224;2022-10-26T00:50:38;12.40;1.00
3660;DHT22;1846;51.482;7.224;2022-10-26T00:53:26;12.40;1.00
3660;DHT22;1846;51.482;7.224;2022-10-26T00:56:11;12.50;1.00
3660;DHT22;1846;51.482;7.224;2022-10-26T00:59:00;12.40;1.00
3660;DHT22;1846;51.482;7.224;2022-10-26T01:01:46;12.50;1.00
3660;DHT22;1846;51.482;7.224;2022-10-26T01:04:34;12.50;1.00
3660;DHT22;1846;51.482;7.224;2022-10-26T01:07:20;12.60;1.00
3660;DHT22;1846;51.482;7.224;2022-10-26T01:10:07;12.70;99.90
3660;DHT22;1846;51.482;7.224;2022-10-26T01:12:54;12.70;99.90
3660;DHT22;1846;51.482;7.224;2022-10-26T01:15:50;12.60;99.90
3660;DHT22;1846;51.482;7.224;2022-10-26T01:18:41;12.70;99.90
3660;DHT22;1846;51.482;7.224;2022-10-26T01:21:40;12.70;99.90
3660;DHT22;1846;51.482;7.224;2022-10-26T01:24:51;12.60;99.90
3660;DHT22;1846;51.482;7.224;2022-10-26T01:27:44;12.70;99.90
3660;DHT22;1846;51.482;7.224;2022-10-26T01:30:35;12.70;1.00
3660;DHT22;1846;51.482;7.224;2022-10-26T01:33:30;12.80;99.90
