sensor_id;sensor_type;location;lat;lon;timestamp;P1;durP1;ratioP1;P2;durP2;ratioP2
3659;SDS011;1846;51.482;7.224;2023-01-23T00:02:07;25.05;;;17.73;;
3659;SDS011;1846;51.482;7.224;2023-01-23T00:04:34;23.83;;;17.02;;
3659;SDS011;1846;51.482;7.224;2023-01-23T00:07:02;23.50;;;16.25;;
3659;SDS011;1846;51.482;7.224;2023-01-23T00:09:29;23.38;;;17.08;;
3659;SDS011;1846;51.482;7.224;2023-01-23T00:11:56;21.85;;;16.75;;
3659;SDS011;1846;51.482;7.224;2023-01-23T00:14:24;22.17;;;16.85;;
3659;SDS011;1846;51.482;7.224;2023-01-23T00:16:51;21.50;;;16.75;;
3659;SDS011;1846;51.482;7.224;2023-01-23T00:19:18;23.50;;;16.90;;
3659;SDS011;1846;51.482;7.224;2023-01-23T00:21:45;22.98;;;16.55;;
3659;SDS011;1846;51.482;7.224;2023-01-23T00:24:13;21.23;;;16.45;;
3659;SDS011;1846;51.482;7.224;2023-01-23T00:26:40;21.00;;;16.30;;
3659;SDS011;1846;51.482;7.224;2023-01-23T00:29:07;21.38;;;16.08;;
3659;SDS011;1846;51.482;7.224;2023-01-23T00:31:34;19.80;;;15.90;;
3659;SDS011;1846;51.482;7.224;2023-01-23T00:34:03;21.30;;;16.42;;
3659;SDS011;1846;51.482;7.224;2023-01-23T00:36:33;21.98;;;15.93;;
3659;SDS011;1846;51.482;7.224;2023-01-23T00:39:02;25.88;;;17.38;;
3659;SDS011;1846;51.482;7.224;2023-01-23T00:41:32;22.83;;;16.70;;
3659;SDS011;1846;51.482;7.224;2023-01-23T00:43:59;22.98;;;16.08;;
3659;SDS011;1846;51.482;7.224;2023-01-23T00:46:26;22.35;;;16.10;;
3659;SDS011;1846;51.482;7.224;2023-01-23T00:48:53;21.23;;;15.77;;
3659;SDS011;1846;51.482;7.224;2023-01-23T00:51:20;22.03;;;15.73;;
3659;SDS011;1846;51.482;7.224;2023-01-23T00:53:46;22.10;;;16.05;;
3659;SDS011;1846;51.482;7.224;2023-01-23T00:56:13;21.55;;;15.63;;
3659;SDS011;1846;51.482;7.224;2023-01-23T00:58:42;20.05;;;15.30;;
3659;SDS011;1846;51.482;7.224;2023-01-23T01:01:09;21.70;;;16.38;;
3659;SDS011;1846;51.482;7.224;2023-01-23T01:03:36;20.75;;;15.18;;
3659;SDS011;1846;51.482;7.224;2023-01-23T01:06:03;21.17;;;15.57;;
3659;SDS011;1846;51.482;7.224;2023-01-23T01:08:31;18.80;;;14.65;;
3659;SDS011;1846;51.482;7.224;2023-01-23T01:10:58;19.80;;;14.63;;
3659;SDS011;1846;51.482;7.224;2023-01-23T01:13:25;21.10;;;15.55;;
3659;SDS011;1846;51.482;7.224;2023-01-23T01:15:53;19.27;;;14.90;;
3659;SDS011;1846;51.482;7.224;2023-01-23T01:18:21;20.35;;;14.80;;
3659;SDS011;1846;51.482;7.224;2023-01-23T01:20:48;22.42;;;15.75;;
3659;SDS011;1846;51.482;7.224;2023-01-23T01:23:16;22.60;;;15.52;;
3659;SDS011;1846;51.482;7.224;2023-01-23T01:25:44;20.77;;;15.13;;
3659;SDS011;1846;51.482;7.224;2023-01-23T01:28:11;21.20;;;15.60;;
3659;SDS011;1846;51.482;7.224;2023-01-23T01:30:38;19.27;;;14.50;;
3659;SDS011;1846;51.482;7.224;2023-01-23T01:33:07;20.08;;;14.90;;
3659;SDS011;1846;51.482;7.224;2023-01-23T01:35:35;20.30;;;14.70;;
3659;SDS011;1846;51.482;7.224;2023-01-23T01:38:04;20.23;;;14.70;;
3659;SDS011;1846;51.482;7.224;2023-01-23T01:40:34;20.52;;;15.27;;
3659;SDS011;1846;51.482;7.224;2023-01-23T01:43:03;18.10;;;14.45;;
3659;SDS011;1846;51.482;7.224;2023-01-23T01:48:41;18.17;;;13.57;;
3659;SDS011;1846;51.482;7.224;2023-01-23T01:51:16;19.85;;;15.32;;
3659;SDS011;1846;51.482;7.224;2023-01-23T01:53:46;17.63;;;14.00;;
3659;SDS011;1846;51.482;7.224;2023-01-23T01:56:15;22.35;;;15.20;;
3659;SDS011;1846;51.482;7.224;2023-01-23T01:58:44;20.73;;;15.10;;
3659;SDS011;1846;51.482;7.224;2023-01-23T02:01:14;20.80;;;14.73;;
3659;SDS011;1846;51.482;7.224;2023-01-23T02:03:43;20.87;;;14.50;;
3659;SDS011;1846;51.482;7.224;2023-01-23T02:06:11;19.47;;;14.80;;
3659;SDS011;1846;51.482;7.224;2023-01-23T02:08:40;18.75;;;14.27;;
3659;SDS011;1846;51.482;7.224;2023-01-23T02:11:12;22.45;;;14.88;;
3659;SDS011;1846;51.482;7.224;2023-01-23T02:13:41;17.83;;;14.05;;
3659;SDS011;1846;51.482;7.224;2023-01-23T02:16:10;19.48;;;14.82;;
3659;SDS011;1846;51.482;7.224;2023-01-23T02:18:39;20.10;;;13.90;;
3659;SDS011;1846;51.482;7.224;2023-01-23T02:21:11;21.48;;;14.52;;
3659;SDS011;1846;51.482;7.224;2023-01-23T02:23:46;21.13;;;14.90;;
3659;SDS011;1846;51.482;7.224;2023-01-23T02:26:23;26.58;;;15.95;;
3659;SDS011;1846;51.482;7.224;2023-01-23T02:28:56;19.77;;;14.95;;
3659;SDS011;1846;51.482;7.224;2023-01-23T02:31:24;21.92;;;15.93;;
3659;SDS011;1846;51.482;7.224;2023-01-23T02:33:52;22.75;;;15.80;;
3659;SDS011;1846;51.482;7.224;2023-01-23T02:36:20;20.77;;;16.00;;
3659;SDS011;1846;51.482;7.224;2023-01-23T02:38:53;22.05;;;15.75;;
3659;SDS011;1846;51.482;7.224;2023-01-23T02:41:28;23.00;;;15.82;;
3659;SDS011;1846;51.482;7.224;2023-01-23T02:43:57;24.00;;;16.27;;
3659;SDS011;1846;51.482;7.224;2023-01-23T02:46:27;23.48;;;15.98;;
3659;SDS011;1846;51.482;7.224;2023-01-23T02:48:54;25.77;;;17.15;;
3659;SDS011;1846;51.482;7.224;2023-01-23T02:51:21;24.63;;;16.98;;
3659;SDS011;1846;51.482;7.224;2023-01-23T02:53:48;25.80;;;17.65;;
3659;SDS011;1846;51.482;7.224;2023-01-23T02:56:15;25.60;;;18.15;;
3659;SDS011;1846;51.482;7.224;2023-01-23T02:58:43;24.33;;;16.73;;
3659;SDS011;1846;51.482;7.224;2023-01-23T03:01:28;25.55;;;17.60;;
3659;SDS011;1846;51.482;7.224;2023-01-23T03:03:55;24.98;;;17.00;;
3659;SDS011;1846;51.482;7.224;2023-01-23T03:06:27;24.27;;;16.98;;
3659;SDS011;1846;51.482;7.224;2023-01-23T03:09:00;25.30;;;16.93;;
3659;SDS011;1846;51.482;7.224;2023-01-23T03:11:28;24.30;;;16.40;;
3659;SDS011;1846;51.482;7.224;2023-01-23T03:13:56;24.58;;;16.35;;
3659;SDS011;1846;51.482;7.224;2023-01-23T03:16:23;24.20;;;16.23;;
3659;SDS011;1846;51.482;7.224;2023-01-23T03:18:50;24.67;;;16.42;;
3659;SDS011;1846;51.482;7.224;2023-01-23T03:21:17;26.45;;;16.98;;
3659;SDS011;1846;51.482;7.224;2023-01-23T03:23:43;24.45;;;17.15;;
3659;SDS011;1846;51.482;7.224;2023-01-23T03:26:12;26.08;;;16.60;;
3659;SDS011;1846;51.482;7.224;2023-01-23T03:28:39;25.38;;;17.20;;
3659;SDS011;1846;51.482;7.224;2023-01-23T03:31:25;24.48;;;17.48;;
3659;SDS011;1846;51.482;7.224;2023-01-23T03:33:51;25.70;;;17.60;;
3659;SDS011;1846;51.482;7.224;2023-01-23T03:36:19;25.15;;;17.83;;
3659;SDS011;1846;51.482;7.224;2023-01-23T03:38:46;25.45;;;17.85;;
3659;SDS011;1846;51.482;7.224;2023-01-23T03:41:27;24.73;;;17.27;;
3659;SDS011;1846;51.482;7.224;2023-01-23T03:43:54;25.10;;;17.90;;
3659;SDS011;1846;51.482;7.224;2023-01-23T03:46:21;26.10;;;16.95;;
3659;SDS011;1846;51.482;7.224;2023-01-23T03:48:49;28.73;;;17.70;;
3659;SDS011;1846;51.482;7.224;2023-01-23T03:51:16;24.13;;;16.20;;
3659;SDS011;1846;51.482;7.224;2023-01-23T03:53:43;26.30;;;16.98;;
3659;SDS011;1846;51.482;7.224;2023-01-23T03:56:10;24.95;;;16.92;;
3659;SDS011;1846;51.482;7.224;2023-01-23T03:58:37;23.63;;;16.83;;
3659;SDS011;1846;51.482;7.224;2023-01-23T04:01:05;25.35;;;17.58;;
3659;SDS011;1846;51.482;7.224;2023-01-23T04:03:33;24.17;;;16.98;;
3659;SDS011;1846;51.482;7.224;2023-01-23T04:06:02;26.58;;;17.60;;
3659;SDS011;1846;51.482;7.224;2023-01-23T04:08:29;24.60;;;17.65;;
