sensor_id;sensor_type;location;lat;lon;timestamp;P1;durP1;ratioP1;P2;durP2;ratioP2
3659;SDS011;1846;51.482;7.224;2022-11-11T00:02:33;3.10;;;2.17;;
3659;SDS011;1846;51.482;7.224;2022-11-11T00:05:19;2.45;;;1.90;;
3659;SDS011;1846;51.482;7.224;2022-11-11T00:08:06;5.88;;;2.00;;
3659;SDS011;1846;51.482;7.224;2022-11-11T00:10:52;3.00;;;1.90;;
3659;SDS011;1846;51.482;7.224;2022-11-11T00:13:43;3.60;;;2.10;;
3659;SDS011;1846;51.482;7.224;2022-11-11T00:16:29;4.32;;;2.00;;
3659;SDS011;1846;51.482;7.224;2022-11-11T00:19:34;5.68;;;2.90;;
3659;SDS011;1846;51.482;7.224;2022-11-11T00:22:38;5.10;;;2.53;;
3659;SDS011;1846;51.482;7.224;2022-11-11T00:25:43;4.82;;;2.42;;
3659;SDS011;1846;51.482;7.224;2022-11-11T00:28:29;5.10;;;2.50;;
3659;SDS011;1846;51.482;7.224;2022-11-11T00:31:15;4.13;;;2.38;;
3659;SDS011;1846;51.482;7.224;2022-11-11T00:34:00;3.92;;;2.58;;
3659;SDS011;1846;51.482;7.224;2022-11-11T00:36:46;6.30;;;3.00;;
3659;SDS011;1846;51.482;7.224;2022-11-11T00:39:31;5.35;;;2.60;;
3659;SDS011;1846;51.482;7.224;2022-11-11T00:42:17;3.00;;;2.70;;
3659;SDS011;1846;51.482;7.224;2022-11-11T00:45:03;8.60;;;2.65;;
3659;SDS011;1846;51.482;7.224;2022-11-11T00:47:49;4.60;;;2.65;;
3659;SDS011;1846;51.482;7.224;2022-11-11T00:51:06;6.10;;;2.30;;
3659;SDS011;1846;51.482;7.224;2022-11-11T00:53:52;5.57;;;2.72;;
3659;SDS011;1846;51.482;7.224;2022-11-11T00:56:38;7.25;;;2.72;;
3659;SDS011;1846;51.482;7.224;2022-11-11T00:59:25;3.20;;;2.63;;
3659;SDS011;1846;51.482;7.224;2022-11-11T01:02:11;5.90;;;2.88;;
3659;SDS011;1846;51.482;7.224;2022-11-11T01:04:56;5.00;;;2.40;;
3659;SDS011;1846;51.482;7.224;2022-11-11T01:07:42;3.83;;;2.60;;
3659;SDS011;1846;51.482;7.224;2022-11-11T01:10:27;3.78;;;2.92;;
3659;SDS011;1846;51.482;7.224;2022-11-11T01:13:26;5.50;;;2.70;;
3659;SDS011;1846;51.482;7.224;2022-11-11T01:16:15;3.05;;;2.25;;
3659;SDS011;1846;51.482;7.224;2022-11-11T01:19:02;8.60;;;3.50;;
3659;SDS011;1846;51.482;7.224;2022-11-11T01:21:48;4.32;;;2.90;;
3659;SDS011;1846;51.482;7.224;2022-11-11T01:24:33;4.20;;;2.80;;
3659;SDS011;1846;51.482;7.224;2022-11-11T01:27:21;4.90;;;2.90;;
3659;SDS011;1846;51.482;7.224;2022-11-11T01:30:07;4.90;;;2.60;;
3659;SDS011;1846;51.482;7.224;2022-11-11T01:32:58;5.03;;;2.50;;
3659;SDS011;1846;51.482;7.224;2022-11-11T01:35:43;4.10;;;2.90;;
3659;SDS011;1846;51.482;7.224;2022-11-11T01:38:29;6.40;;;3.28;;
3659;SDS011;1846;51.482;7.224;2022-11-11T01:41:15;4.97;;;2.63;;
3659;SDS011;1846;51.482;7.224;2022-11-11T01:47:24;6.50;;;2.40;;
