sensor_id;sensor_type;location;lat;lon;timestamp;temperature;humidity
3660;DHT22;1846;51.482;7.224;2022-12-29T00:00:10;11.20;1.00
3660;DHT22;1846;51.482;7.224;2022-12-29T00:02:37;11.20;1.00
3660;DHT22;1846;51.482;7.224;2022-12-29T00:05:06;11.20;1.00
3660;DHT22;1846;51.482;7.224;2022-12-29T00:07:33;11.30;1.00
3660;DHT22;1846;51.482;7.224;2022-12-29T00:10:00;11.20;19.50
3660;DHT22;1846;51.482;7.224;2022-12-29T00:12:26;11.20;99.90
3660;DHT22;1846;51.482;7.224;2022-12-29T00:15:14;11.30;99.90
3660;DHT22;1846;51.482;7.224;2022-12-29T00:17:57;11.40;1.00
3660;DHT22;1846;51.482;7.224;2022-12-29T00:20:26;11.20;99.90
3660;DHT22;1846;51.482;7.224;2022-12-29T00:23:10;11.30;1.00
3660;DHT22;1846;51.482;7.224;2022-12-29T00:25:55;11.30;6.80
3660;DHT22;1846;51.482;7.224;2022-12-29T00:28:39;11.40;15.60
3660;DHT22;1846;51.482;7.224;2022-12-29T00:31:29;11.20;1.00
3660;DHT22;1846;51.482;7.224;2022-12-29T00:34:13;11.10;1.00
3660;DHT22;1846;51.482;7.224;2022-12-29T00:36:59;11.00;99.90
3660;DHT22;1846;51.482;7.224;2022-12-29T00:39:26;11.20;99.90
3660;DHT22;1846;51.482;7.224;2022-12-29T00:42:11;11.30;99.90
3660;DHT22;1846;51.482;7.224;2022-12-29T00:45:00;11.40;99.90
3660;DHT22;1846;51.482;7.224;2022-12-29T00:47:27;11.20;99.90
3660;DHT22;1846;51.482;7.224;2022-12-29T00:49:54;11.10;1.00
3660;DHT22;1846;51.482;7.224;2022-12-29T00:52:21;11.20;1.00
3660;DHT22;1846;51.482;7.224;2022-12-29T00:54:48;11.20;1.00
3660;DHT22;1846;51.482;7.224;2022-12-29T00:57:14;11.20;1.00
3660;DHT22;1846;51.482;7.224;2022-12-29T00:59:42;11.30;1.00
3660;DHT22;1846;51.482;7.224;2022-12-29T01:02:09;11.30;1.00
3660;DHT22;1846;51.482;7.224;2022-12-29T01:04:36;11.40;1.00
3660;DHT22;1846;51.482;7.224;2022-12-29T01:07:03;11.20;1.00
3660;DHT22;1846;51.482;7.224;2022-12-29T01:09:32;11.30;1.00
3660;DHT22;1846;51.482;7.224;2022-12-29T01:12:17;11.20;1.00
3660;DHT22;1846;51.482;7.224;2022-12-29T01:15:06;11.30;1.00
3660;DHT22;1846;51.482;7.224;2022-12-29T01:17:33;11.30;1.00
3660;DHT22;1846;51.482;7.224;2022-12-29T01:20:00;11.10;1.00
3660;DHT22;1846;51.482;7.224;2022-12-29T01:22:27;11.20;1.00
3660;DHT22;1846;51.482;7.224;2022-12-29T01:24:55;11.20;1.00
3660;DHT22;1846;51.482;7.224;2022-12-29T01:27:22;11.20;1.00
3660;DHT22;1846;51.482;7.224;2022-12-29T01:29:49;11.30;1.00
3660;DHT22;1846;51.482;7.224;2022-12-29T01:32:15;11.30;1.00
3660;DHT22;1846;51.482;7.224;2022-12-29T01:34:42;11.40;1.00
3660;DHT22;1846;51.482;7.224;2022-12-29T01:37:09;11.40;1.00
3660;DHT22;1846;51.482;7.224;2022-12-29T01:39:36;11.50;99.90
3660;DHT22;1846;51.482;7.224;2022-12-29T01:42:04;11.60;1.00
3660;DHT22;1846;51.482;7.224;2022-12-29T01:44:52;11.70;99.90
3660;DHT22;1846;51.482;7.224;2022-12-29T01:47:26;11.70;99.90
3660;DHT22;1846;51.482;7.224;2022-12-29T01:49:57;11.60;1.00
3660;DHT22;1846;51.482;7.224;2022-12-29T01:52:26;11.60;99.90
3660;DHT22;1846;51.482;7.224;2022-12-29T01:54:54;11.50;99.90
3660;DHT22;1846;51.482;7.224;2022-12-29T01:57:25;11.60;99.90
3660;DHT22;1846;51.482;7.224;2022-12-29T01:59:57;11.70;1.00
3660;DHT22;1846;51.482;7.224;2022-12-29T02:02:25;11.60;1.00
3660;DHT22;1846;51.482;7.224;2022-12-29T02:04:52;11.70;99.90
3660;DHT22;1846;51.482;7.224;2022-12-29T02:07:22;11.80;1.00
3660;DHT22;1846;51.482;7.224;2022-12-29T02:09:53;11.80;99.90
3660;DHT22;1846;51.482;7.224;2022-12-29T02:12:24;11.80;1.00
3660;DHT22;1846;51.482;7.224;2022-12-29T02:14:53;11.70;1.00
3660;DHT22;1846;51.482;7.224;2022-12-29T02:17:31;11.60;1.00
3660;DHT22;1846;51.482;7.224;2022-12-29T02:20:29;11.90;1.00
3660;DHT22;1846;51.482;7.224;2022-12-29T02:23:30;11.80;99.90
3660;DHT22;1846;51.482;7.224;2022-12-29T02:26:16;11.70;1.00
3660;DHT22;1846;51.482;7.224;2022-12-29T02:29:09;11.90;99.90
3660;DHT22;1846;51.482;7.224;2022-12-29T02:31:49;11.90;99.90
3660;DHT22;1846;51.482;7.224;2022-12-29T02:34:25;11.70;1.00
3660;DHT22;1846;51.482;7.224;2022-12-29T02:37:00;11.80;60.30
