sensor_id;sensor_type;location;lat;lon;timestamp;P1;durP1;ratioP1;P2;durP2;ratioP2
3659;SDS011;1846;51.482;7.224;2022-12-18T00:01:29;20.92;;;13.07;;
3659;SDS011;1846;51.482;7.224;2022-12-18T00:03:58;18.70;;;12.80;;
3659;SDS011;1846;51.482;7.224;2022-12-18T00:06:27;16.08;;;11.52;;
3659;SDS011;1846;51.482;7.224;2022-12-18T00:08:55;19.98;;;12.75;;
3659;SDS011;1846;51.482;7.224;2022-12-18T00:11:24;21.70;;;13.27;;
3659;SDS011;1846;51.482;7.224;2022-12-18T00:13:52;17.13;;;11.50;;
3659;SDS011;1846;51.482;7.224;2022-12-18T00:16:21;21.98;;;12.30;;
3659;SDS011;1846;51.482;7.224;2022-12-18T00:18:50;24.63;;;11.97;;
3659;SDS011;1846;51.482;7.224;2022-12-18T00:21:18;18.67;;;12.15;;
3659;SDS011;1846;51.482;7.224;2022-12-18T00:23:47;16.80;;;12.02;;
3659;SDS011;1846;51.482;7.224;2022-12-18T00:26:17;17.17;;;10.95;;
3659;SDS011;1846;51.482;7.224;2022-12-18T00:28:46;16.85;;;10.90;;
3659;SDS011;1846;51.482;7.224;2022-12-18T00:31:14;14.50;;;10.30;;
3659;SDS011;1846;51.482;7.224;2022-12-18T00:33:43;17.95;;;11.75;;
3659;SDS011;1846;51.482;7.224;2022-12-18T00:36:11;18.05;;;11.85;;
3659;SDS011;1846;51.482;7.224;2022-12-18T00:38:40;20.63;;;12.20;;
3659;SDS011;1846;51.482;7.224;2022-12-18T00:41:09;19.65;;;12.02;;
3659;SDS011;1846;51.482;7.224;2022-12-18T00:43:38;23.58;;;11.98;;
3659;SDS011;1846;51.482;7.224;2022-12-18T00:46:05;22.15;;;11.65;;
3659;SDS011;1846;51.482;7.224;2022-12-18T00:48:32;21.23;;;11.57;;
3659;SDS011;1846;51.482;7.224;2022-12-18T00:50:59;14.77;;;10.30;;
3659;SDS011;1846;51.482;7.224;2022-12-18T00:53:26;15.38;;;10.63;;
3659;SDS011;1846;51.482;7.224;2022-12-18T00:55:53;14.85;;;9.80;;
3659;SDS011;1846;51.482;7.224;2022-12-18T00:58:21;11.40;;;9.25;;
