sensor_id;sensor_type;location;lat;lon;timestamp;P1;durP1;ratioP1;P2;durP2;ratioP2
3659;SDS011;1846;51.482;7.224;2022-12-20T00:01:22;3.30;;;2.30;;
3659;SDS011;1846;51.482;7.224;2022-12-20T00:03:51;5.47;;;2.90;;
3659;SDS011;1846;51.482;7.224;2022-12-20T00:06:19;3.40;;;2.38;;
3659;SDS011;1846;51.482;7.224;2022-12-20T00:08:51;3.83;;;2.33;;
3659;SDS011;1846;51.482;7.224;2022-12-20T00:11:18;2.60;;;2.40;;
3659;SDS011;1846;51.482;7.224;2022-12-20T00:13:45;3.30;;;2.05;;
3659;SDS011;1846;51.482;7.224;2022-12-20T00:16:13;3.20;;;2.17;;
3659;SDS011;1846;51.482;7.224;2022-12-20T00:18:43;2.10;;;1.77;;
3659;SDS011;1846;51.482;7.224;2022-12-20T00:21:11;2.35;;;1.83;;
3659;SDS011;1846;51.482;7.224;2022-12-20T00:23:39;3.10;;;2.30;;
3659;SDS011;1846;51.482;7.224;2022-12-20T00:26:07;1.90;;;1.80;;
3659;SDS011;1846;51.482;7.224;2022-12-20T00:28:35;1.92;;;1.73;;
3659;SDS011;1846;51.482;7.224;2022-12-20T00:31:02;3.08;;;2.08;;
3659;SDS011;1846;51.482;7.224;2022-12-20T00:33:31;3.00;;;1.80;;
3659;SDS011;1846;51.482;7.224;2022-12-20T00:35:59;3.20;;;1.90;;
3659;SDS011;1846;51.482;7.224;2022-12-20T00:38:26;2.60;;;2.00;;
3659;SDS011;1846;51.482;7.224;2022-12-20T00:40:59;2.40;;;2.10;;
3659;SDS011;1846;51.482;7.224;2022-12-20T00:43:27;3.60;;;1.85;;
3659;SDS011;1846;51.482;7.224;2022-12-20T00:45:54;2.72;;;1.45;;
3659;SDS011;1846;51.482;7.224;2022-12-20T00:48:21;4.80;;;2.10;;
3659;SDS011;1846;51.482;7.224;2022-12-20T00:50:49;1.90;;;1.60;;
3659;SDS011;1846;51.482;7.224;2022-12-20T00:53:18;1.95;;;1.60;;
3659;SDS011;1846;51.482;7.224;2022-12-20T00:55:45;2.50;;;1.83;;
3659;SDS011;1846;51.482;7.224;2022-12-20T00:58:12;2.95;;;1.90;;
3659;SDS011;1846;51.482;7.224;2022-12-20T01:00:39;3.20;;;2.25;;
3659;SDS011;1846;51.482;7.224;2022-12-20T01:03:06;3.60;;;1.85;;
